geolocation_lat  geolocation_lng  geolocation_city                 
-25.588675       -49.393244       araucaria                              1
-25.602800       -49.382439       araucaria                              1
-25.601821       -49.393272       araucaria                              1
-23.376764       -46.751037       caieiras                               1
-23.377564       -50.843126       assaí                                  1
-23.383208       -46.566730       sao paulo                              1
-23.385832       -52.939964       cidade gaucha                          1
-23.385603       -53.297354       douradina                              1
-23.385468       -51.972195       maringa                                1
-23.385352       -51.124221       londrina                               1
-23.385236       -51.906441       maringa                                1
-23.385198       -51.442546       arapongas                              1
-23.385087       -46.628387       mairipora                              1
-23.384951       -51.960204       maringa                                1
-23.387094       -51.970392       maringá                                1
-23.387031       -51.961364       maringa                                1
-23.379452       -46.325501       aruja                                  1
-25.586244       -49.633891       balsa nova                             1
-25.586140       -49.398726       araucaria                              1
-25.585325       -48.563130       paranagua                              1
-25.584872       -48.575526       paranaguá                              1
-25.584711       -49.273872       curitiba                               1
-25.584680       -49.386181       araucária                              1
-25.583672       -54.536992       foz do iguacu                          1
-25.583048       -48.562900       paranagua                              1
-25.594952       -49.415245       araucaria                              1
-25.594595       -49.413189       araucaria                              1
-25.594286       -49.338176       curitiba                               1
-25.593039       -49.410877       araucaria                              1
-23.386976       -47.339791       itu                                    1
-23.379408       -53.288762       douradina                              1
-23.379327       -53.286824       douradina                              1
-23.383114       -51.921490       maringa                                1
-23.383094       -47.845873       tatui                                  1
-23.382631       -47.351920       itu                                    1
-23.382128       -46.447804       guarulhos                              1
-23.381704       -50.850710       assaí                                  1
                                  assai                                  1
-23.381576       -50.843641       assai                                  1
-23.381521       -46.446594       guarulhos                              1
-23.381519       -47.329771       itu                                    1
-23.383335       -51.415379       arapongas                              1
-23.381169       -46.719692       caieiras                               1
-23.381098       -52.940372       cidade gaucha                          1
-23.380797       -47.331702       itu                                    1
-23.384846       -51.951060       maringa                                1
-23.384718       -46.715255       caieiras                               1
-23.384485       -53.292153       douradina                              1
-23.384185       -46.325699       aruja                                  1
                                  arujá                                  1
-23.384092       -46.630855       mairipora                              1
-23.383860       -50.850437       assai                                  1
-23.383850       -46.720531       caieiras                               1
-23.383341       -53.293992       douradina                              1
-23.381415       -49.500708       fartura                                1
-23.432557       -46.826751       santana de parnaiba                    1
-23.432527       -46.564723       guarulhos                              1
-23.432464       -46.581218       são paulo                              1
-23.432461       -46.534895       guarulhos                              1
-23.432441       -46.436456       guarulhos                              1
-23.432409       -46.778276       são paulo                              1
-23.432365       -46.427826       guarulhos                              1
-23.432274       -46.794641       sao paulo                              1
-23.432261       -46.793171       sao paulo                              1
-23.432112       -51.871186       sarandi                                1
-23.432100       -46.521611       guarulhos                              1
-23.413748       -46.457573       guarulhos                              1
-23.432711       -46.497469       guarulhos                              1
-23.432700       -45.072419       ubatuba                                1
-23.432698       -47.073861       aracariguama                           1
-23.432687       -46.426051       guarulhos                              1
-23.432684       -46.393680       guarulhos                              1
-23.432683       -46.872280       santana de parnaiba                    1
                                  santana de parnaíba                    1
-23.432679       -46.437570       guarulhos                              1
-23.432659       -46.427434       guarulhos                              1
-23.432622       -46.827611       santana de parnaiba                    1
-23.432610       -46.542073       guarulhos                              1
-23.432064       -51.966513       maringa                                1
-23.430749       -51.880809       sarandi                                1
-23.430731       -46.794871       sao paulo                              1
-23.430622       -45.075363       ubatuba                                1
-23.430560       -46.712838       são paulo                              1
-23.430556       -46.519127       guarulhos                              1
-23.431598       -46.592747       sao paulo                              1
-23.431559       -46.412328       guarulhos                              1
-23.431539       -46.754890       sao paulo                              1
-23.431531       -45.075043       ubatuba                                1
-23.431389       -46.826248       santana de parnaíba                    1
-23.431303       -46.428493       guarulhos                              1
-23.431608       -46.504841       guarulhos                              1
-23.431190       -49.720691       carlopolis                             1
-23.431095       -46.431050       guarulhos                              1
-23.432040       -46.860378       santana de parnaiba                    1
-23.432012       -47.083139       aracariguama                           1
-23.432003       -46.793312       sao paulo                              1
-23.431970       -51.937999       maringa                                1
-23.431829       -46.728184       sao paulo                              1
-23.431788       -45.076672       ubatuba                                1
-23.431775       -46.561436       guarulhos                              1
-23.431628       -46.537372       guarulhos                              1
-23.431613       -46.724533       sao paulo                              1
                                  são paulo                              1
-23.431263       -51.955993       maringá                                1
-23.433383       -46.405423       guarulhos                              1
-23.433373       -46.727375       são paulo                              1
-23.433261       -46.542113       guarulhos                              1
-23.433218       -45.079831       ubatuba                                1
-23.433199       -46.544689       guarulhos                              1
-23.433154       -47.508845       sorocaba                               1
-23.433137       -51.929076       maringa                                1
-23.433738       -46.728003       são paulo                              1
-23.433705       -46.750439       são paulo                              1
-23.433700       -46.405645       guarulhos                              1
-23.433688       -46.414494       guarulhos                              1
-23.433051       -46.434251       guarulhos                              1
-23.433635       -47.067051       aracariguama                           1
-23.433575       -46.753373       sao paulo                              1
-23.433557       -51.860099       sarandi                                1
-23.433553       -47.459378       sorocaba                               1
-23.433543       -46.517325       guarulhos                              1
-23.433527       -46.562893       guarulhos                              1
-23.433451       -46.727440       sao paulo                              1
-23.434127       -46.592347       sao paulo                              1
-23.434118       -47.485616       sorocaba                               1
-23.434074       -46.517516       guarulhos                              1
-23.433955       -46.729381       sao paulo                              1
-23.433922       -46.301773       itaquaquecetuba                        1
-23.433664       -46.534133       guarulhos                              1
-23.433028       -46.845423       santana de parnaiba                    1
-23.432987       -46.500272       guarulhos                              1
-23.432929       -46.562130       guarulhos                              1
-23.432878       -46.792627       sao paulo                              1
-23.432847       -46.581423       sao paulo                              1
-23.432840       -51.960879       maringa                                1
-23.432808       -46.513905       guarulhos                              1
-23.432796       -46.777519       sao paulo                              1
-23.432795       -46.729822       sao paulo                              1
-23.432741       -46.576093       sao paulo                              1
-23.432737       -46.777104       são paulo                              1
-25.553536       -49.206252       são josé dos pinhais                   1
-23.433419       -51.422557       arapongas                              1
-23.433418       -46.872295       santana de parnaíba                    1
-25.552002       -49.276848       curitiba                               1
-25.551872       -49.291495       curitiba                               1
-25.551588       -54.566395       foz do iguacu                          1
-25.551114       -49.267269       curitiba                               1
-25.551055       -49.296623       curitiba                               1
-25.550825       -49.275513       curitiba                               1
-25.550572       -49.388407       araucaria                              1
-25.554356       -49.406195       araucaria                              1
-25.554065       -49.254722       curitiba                               1
-25.553839       -54.528584       foz do iguacu                          1
-23.433424       -46.533839       guarulhos                              1
-23.428025       -51.427432       arapongas                              1
-23.429067       -46.508732       guarulhos                              1
-23.429049       -47.084132       aracariguama                           1
-23.428999       -46.796872       são paulo                              1
-23.428952       -46.438815       guarulhos                              1
-23.428879       -46.527947       guarulhos                              1
-23.428867       -46.795341       sao paulo                              1
-23.428842       -46.506837       guarulhos                              1
-23.428806       -51.971831       maringá                                1
                                  maringa                                1
-23.428698       -46.727675       sao paulo                              1
-23.430831       -46.551715       guarulhos                              1
-23.428632       -46.521968       guarulhos                              1
-23.428589       -46.528145       guarulhos                              1
-23.428579       -49.720866       carlopolis                             1
-23.428554       -46.829619       santana de parnaiba                    1
-23.428544       -46.502780       guarulhos                              1
-23.429550       -46.402584       guarulhos                              1
-23.429548       -51.916208       maringá                                1
-23.429517       -45.113236       ubatuba                                1
-23.429513       -46.402088       guarulhos                              1
-23.429479       -46.794985       sao paulo                              1
                                  são paulo                              1
-23.428635       -49.723861       carlopolis                             1
-23.427266       -51.883306       maringa                                1
-23.427235       -46.429334       guarulhos                              1
-23.427981       -48.869132       holambra ii                            1
-23.427976       -46.527200       guarulhos                              1
-23.427935       -46.399277       guarulhos                              1
-23.427889       -46.399670       guarulhos                              1
-23.427771       -46.512142       guarulhos                              1
                 -46.435559       guarulhos                              1
-23.427720       -46.532143       guarulhos                              1
-23.427719       -46.793151       são paulo                              1
-23.427713       -51.952317       maringa                                1
-23.428081       -46.793659       sao paulo                              1
-23.427680       -49.720255       carlópolis                             1
-23.428507       -51.961787       maringa                                1
-23.428498       -51.913179       maringa                                1
-23.428497       -46.792985       sao paulo                              1
-23.428470       -47.459867       sorocaba                               1
-23.428388       -51.957812       maringa                                1
-23.428283       -46.343067       itaquaquecetuba                        1
-23.428233       -46.793388       sao paulo                              1
-23.428210       -46.826172       santana de parnaíba                    1
-23.428205       -49.712919       carlopolis                             1
-23.428097       -46.849160       santana de parnaiba                    1
-23.428092       -49.088775       itai                                   1
-23.427706       -46.527786       guarulhos                              1
-23.429648       -46.317921       itaquaquecetuba                        1
-23.429637       -46.392271       guarulhos                              1
-23.429632       -46.793272       sao paulo                              1
-23.429615       -51.924290       maringa                                1
                                  maringá                                1
-23.430552       -46.410247       guarulhos                              1
-23.430551       -51.950908       maringa                                1
-23.430501       -47.065336       aracariguama                           1
-23.430473       -51.933713       maringa                                1
-23.430376       -46.731422       são paulo                              1
-23.430323       -47.064291       aracariguama                           1
-23.429440       -46.401666       guarulhos                              1
-23.430241       -49.722366       carlópolis                             1
-23.430232       -46.543550       guarulhos                              1
-23.430126       -46.552561       guarulhos                              1
-23.430120       -46.796375       sao paulo                              1
-23.430085       -51.429384       arapongas                              1
-23.430084       -46.562782       guarulhos                              1
-23.431051       -47.461808       sorocaba                               1
-23.431039       -46.317664       itaquaquecetuba                        1
-23.431029       -46.555904       guarulhos                              1
-23.431006       -46.428605       guarulhos                              1
-23.430994       -46.563138       guarulhos                              1
-23.430844       -51.920765       maringa                                1
-23.430294       -51.950038       maringa                                1
-23.429438       -51.899148       maringa                                1
-23.429232       -49.716839       carlopolis                             1
-23.429205       -46.723911       sao paulo                              1
-23.429116       -46.508699       são paulo                              1
-23.429083       -46.793942       sao paulo                              1
-23.429940       -51.966495       maringa                                1
-23.429939       -46.592389       sao paulo                              1
-23.429926       -45.068756       ubatuba                                1
-23.429897       -47.065370       aracariguama                           1
-25.553426       -54.528584       foz do iguaçu                          1
                                  foz do iguacu                          1
-23.429736       -45.107779       ubatuba                                1
-25.553138       -49.199788       sao jose dos pinhais                   1
-25.553021       -49.181182       sao jose dos pinhais                   1
-25.552915       -49.195252       sao jose dos pinhais                   1
-25.552743       -49.167652       são josé dos pinhais                   1
-25.552741       -49.250331       curitiba                               1
-25.556301       -48.563908       paranagua                              1
-25.556095       -48.558327       paranaguá                              1
-25.556081       -49.169293       sao jose dos pinhais                   1
-25.556008       -48.557007       paranaguá                              1
-23.429807       -46.721174       sao paulo                              1
-23.429761       -47.065347       aracariguama                           1
-23.429757       -46.558092       guarulhos                              1
-25.553393       -54.541387       foz do iguacu                          1
-23.437207       -46.511433       guarulhos                              1
                 -45.097724       ubatuba                                1
-23.437189       -46.518821       guarulhos                              1
-23.437188       -45.076156       ubatuba                                1
-23.437173       -45.075533       ubatuba                                1
-23.437166       -46.804385       sao paulo                              1
-23.437164       -46.321231       itaquaquecetuba                        1
-23.437647       -46.751006       sao paulo                              1
-23.437561       -46.463596       guarulhos                              1
-23.437522       -46.726741       sao paulo                              1
-23.437512       -46.711116       sao paulo                              1
-23.433908       -46.725928       sao paulo                              1
-23.437435       -46.806463       sao paulo                              1
-23.437397       -51.909013       maringa                                1
-23.437387       -46.516276       guarulhos                              1
-23.437311       -45.096538       ubatuba                                1
-23.437897       -51.933185       maringa                                1
-23.437890       -46.772171       sao paulo                              1
-23.437796       -45.078829       ubatuba                                1
-23.437791       -46.712056       são paulo                              1
-23.437767       -46.464977       guarulhos                              1
-23.437758       -45.075293       ubatuba                                1
-23.437699       -46.561334       guarulhos                              1
-23.437484       -46.382535       itaquaquecetuba                        1
-23.437047       -46.450031       guarulhos                              1
-23.436983       -46.513723       guarulhos                              1
-23.436981       -46.545087       guarulhos                              1
-23.436975       -46.523403       guarulhos                              1
-23.436876       -46.517335       guarulhos                              1
-23.436794       -51.911155       maringa                                1
                                  maringá                                1
-23.436756       -47.461738       sorocaba                               1
-23.436738       -51.913644       maringá                                1
-23.437265       -46.740196       são paulo                              1
-23.437255       -51.963615       maringa                                1
-23.437212       -46.511718       guarulhos                              1
-23.437248       -46.459630       guarulhos                              1
-25.547988       -49.290709       curitiba                               1
-25.547753       -48.534570       paranagua                              1
-25.547210       -49.159613       sao jose dos pinhais                   1
-25.547201       -52.408631       porto barreiro                         1
-25.546806       -49.366964       araucária                              1
-25.546747       -49.190065       sao jose dos pinhais                   1
-25.546579       -49.890141       porto amazonas                         1
-25.546391       -54.586522       foz do iguacu                          1
-25.546140       -49.245185       curitiba                               1
-25.545880       -49.261025       curitiba                               1
-25.549974       -49.340062       curitiba                               1
-23.437250       -46.748889       sao paulo                              1
-25.548442       -49.390078       araucaria                              1
-25.548424       -49.901264       porto amazonas                         1
-25.548299       -54.585984       foz do iguacu                          1
-23.438641       -46.805352       são paulo                              1
-23.438636       -51.927268       maringá                                1
-23.438609       -46.301105       itaquaquecetuba                        1
-23.438566       -51.938928       maringa                                1
-23.438544       -46.555620       guarulhos                              1
-23.438510       -46.740223       sao paulo                              1
-23.438498       -51.938538       maringá                                1
-23.439019       -50.563269       nova fatima                            1
-23.437695       -51.926890       maringa                                1
-23.438985       -46.400084       guarulhos                              1
-23.438981       -46.801849       sao paulo                              1
-23.438978       -46.301304       itaquaquecetuba                        1
-23.438968       -46.407852       guarulhos                              1
-23.438939       -46.499535       guarulhos                              1
-23.438895       -46.410651       guarulhos                              1
-23.438888       -46.460616       guarulhos                              1
-23.438814       -46.501547       guarulhos                              1
-23.438772       -46.740284       sao paulo                              1
-23.439462       -46.531123       guarulhos                              1
-23.439416       -46.717044       sao paulo                              1
-23.439369       -46.409644       guarulhos                              1
-23.438990       -46.769343       sao paulo                              1
-23.437655       -46.553562       guarulhos                              1
-23.438396       -46.549107       guarulhos                              1
-23.438333       -47.063523       aracariguama                           1
-23.438148       -48.877097       paranapanema                           1
-23.438145       -46.536611       guarulhos                              1
-23.438131       -47.487109       sorocaba                               1
-23.438031       -46.803441       sao paulo                              1
-23.438012       -51.927769       maringa                                1
-23.437977       -46.750122       sao paulo                              1
-23.438772       -46.740284       são paulo                              1
-23.438764       -46.791384       sao paulo                              1
-25.548442       -49.390078       araucária                              1
-25.545295       -49.882484       porto amazonas                         1
-25.545268       -49.317091       curitiba                               1
                 -49.367723       araucaria                              1
-25.545014       -54.580802       foz do iguacu                          1
-25.545004       -54.580916       foz do iguacu                          1
-25.545001       -49.383876       araucaria                              1
-25.544912       -49.165100       sao jose dos pinhais                   1
                 -54.579946       foz do iguacu                          1
-25.544767       -49.272765       curitiba                               1
-25.544743       -54.584653       foz do iguacu                          1
-25.544686       -54.588953       foz do iguaçu                          1
-25.548503       -54.582588       foz do iguaçu                          1
-23.438648       -46.462032       guarulhos                              1
-23.434748       -46.555348       guarulhos                              1
-23.434716       -46.328917       itaquaquecetuba                        1
-23.434689       -46.787397       sao paulo                              1
-23.434678       -46.754403       são paulo                              1
-23.434667       -45.085822       ubatuba                                1
-23.435289       -46.737437       são paulo                              1
                                  sao paulo                              1
-23.435268       -46.748821       sao paulo                              1
-23.435251       -47.062931       aracariguama                           1
-23.435161       -46.543389       guarulhos                              1
-23.435118       -51.928855       maringá                                1
-23.437082       -46.516827       guarulhos                              1
-23.435042       -46.507340       guarulhos                              1
-23.434983       -50.557849       nova fatima                            1
-23.435609       -46.789750       sao paulo                              1
-23.435596       -46.575960       sao paulo                              1
-23.435584       -46.734035       sao paulo                              1
-25.549063       -49.398265       araucaria                              1
-25.548812       -54.577683       foz do iguacu                          1
-25.548784       -52.407889       porto barreiro                         1
-25.548716       -48.536869       paranaguá                              1
-25.548715       -48.540573       paranagua                              1
-25.548673       -54.574051       foz do iguaçu                          1
-23.435110       -46.713970       sao paulo                              1
-23.433888       -45.075944       ubatuba                                1
-23.433840       -46.750571       sao paulo                              1
-23.433816       -46.571176       são paulo                              1
                                  sao paulo                              1
-23.433780       -51.948792       maringa                                1
-23.434663       -46.735511       são paulo                              1
-23.434611       -46.516428       guarulhos                              1
-23.434605       -51.880314       sarandi                                1
-23.434596       -50.561462       nova fátima                            1
-23.434525       -46.715336       sao paulo                              1
-23.434441       -47.063596       aracariguama                           1
-23.434770       -45.073235       ubatuba                                1
-23.434357       -46.317661       itaquaquecetuba                        1
-23.434350       -46.753796       sao paulo                              1
-23.434345       -46.789603       são paulo                              1
-23.434331       -46.586826       sao paulo                              1
-23.434311       -46.715305       sao paulo                              1
-23.434241       -46.870097       santana de parnaiba                    1
-23.434181       -46.439344       guarulhos                              1
-23.434176       -46.776285       sao paulo                              1
-23.434961       -46.453604       guarulhos                              1
-23.434888       -51.932664       maringa                                1
-23.434870       -46.789446       sao paulo                              1
-23.434855       -46.427621       guarulhos                              1
-23.434378       -51.948042       maringa                                1
-23.436203       -46.510938       guarulhos                              1
-23.436200       -46.520361       guarulhos                              1
-23.436177       -46.751011       sao paulo                              1
-23.436175       -47.188195       mairinque                              1
-23.436117       -49.728477       carlópolis                             1
-23.436067       -46.434452       guarulhos                              1
-23.436029       -46.789842       sao paulo                              1
-23.436023       -46.549668       guarulhos                              1
-23.435981       -45.100857       ubatuba                                1
-23.435961       -46.730243       sao paulo                              1
-23.435938       -46.537442       guarulhos                              1
-25.548585       -54.581210       foz do iguacu                          1
-23.435928       -46.745874       são paulo                              1
-23.435927       -46.536194       guarulhos                              1
-23.436707       -50.248475       jundiai do sul                         1
-23.436640       -46.734500       sao paulo                              1
-23.436587       -46.561989       guarulhos                              1
-23.436584       -46.554497       guarulhos                              1
-23.436529       -47.070910       aracariguama                           1
-23.436462       -46.922243       santana de parnaiba                    1
-23.436395       -46.509078       guarulhos                              1
-23.436394       -46.733253       sao paulo                              1
-23.436360       -45.084900       ubatuba                                1
-23.436332       -45.084041       ubatuba                                1
-23.435930       -46.744247       sao paulo                              1
-25.552701       -49.261223       curitiba                               1
-25.552667       -49.195526       sao jose dos pinhais                   1
-25.552569       -49.246661       curitiba                               1
-25.552257       -49.152971       sao jose dos pinhais                   1
-25.552136       -49.267300       curitiba                               1
-23.435540       -46.563452       guarulhos                              1
-23.435487       -50.556836       nova fatima                            1
-23.435422       -46.500708       guarulhos                              1
-23.435406       -51.925845       maringá                                1
-23.435404       -51.959224       maringa                                1
-23.435361       -46.559576       guarulhos                              1
-23.436271       -46.727315       sao paulo                              1
-23.435332       -46.521039       guarulhos                              1
-23.435314       -45.083048       ubatuba                                1
-23.435863       -45.086496       ubatuba                                1
-23.435818       -46.519783       guarulhos                              1
-23.435772       -46.727824       sao paulo                              1
                 -46.543537       guarulhos                              1
-23.435721       -46.723480       sao paulo                              1
                 -46.727127       sao paulo                              1
-23.435692       -52.291963       são jorge do ivaí                      1
                                  sao jorge do ivai                      1
-23.435672       -46.789270       sao paulo                              1
-23.435625       -46.802642       sao paulo                              1
-23.435346       -46.578030       sao paulo                              1
-25.561053       -48.556786       paranagua                              1
-25.560873       -54.564964       foz do iguacu                          1
-25.560829       -48.554938       paranagua                              1
                                  paranaguá                              1
-25.560563       -49.218701       sao jose dos pinhais                   1
-25.565923       -48.565574       paranagua                              1
-25.565579       -54.563392       foz do iguacu                          1
-25.564865       -49.201837       sao jose dos pinhais                   1
-23.418356       -51.905769       maringa                                1
-23.418344       -51.962225       maringa                                1
-23.418311       -46.825824       cajamar                                1
-23.427269       -46.714594       sao paulo                              1
-23.418306       -51.934700       maringá                                1
-23.418294       -51.912738       maringa                                1
-23.418271       -51.986200       maringa                                1
-23.418207       -46.503724       guarulhos                              1
-23.418199       -46.752547       sao paulo                              1
-23.418913       -46.428869       guarulhos                              1
-23.418861       -46.460808       guarulhos                              1
-23.418815       -51.886711       maringa                                1
-23.418750       -46.466944       guarulhos                              1
-23.418650       -49.090950       itaí                                   1
-23.418638       -46.439659       guarulhos                              1
-23.418308       -51.935159       maringá                                1
-23.417782       -46.326045       aruja                                  1
-23.417685       -46.023920       guararema                              1
-23.417639       -51.887445       maringa                                1
-23.417634       -46.495982       guarulhos                              1
-23.417614       -46.506082       guarulhos                              1
-23.417563       -46.024208       guararema                              1
-23.417538       -46.464215       guarulhos                              1
-23.417500       -51.925952       maringa                                1
-23.418118       -47.421298       sorocaba                               1
-23.418112       -46.033191       guararema                              1
-23.418098       -51.935133       maringa                                1
-25.561366       -49.203513       são josé dos pinhais                   1
-23.418058       -51.927107       maringá                                1
-23.418057       -46.366503       aruja                                  1
-23.418038       -46.805480       sao paulo                              1
-23.418009       -51.927653       maringa                                1
-23.417994       -51.943116       maringá                                1
-23.418415       -47.419422       sorocaba                               1
-23.418399       -46.499352       guarulhos                              1
-23.418380       -46.390713       guarulhos                              1
-23.418371       -46.317941       arujá                                  1
-25.562162       -49.208990       sao jose dos pinhais                   1
-25.562131       -49.313073       curitiba                               1
-25.561472       -48.362852       pontal do parana                       1
-23.418096       -51.935391       maringá                                1
-23.420443       -46.378762       guarulhos                              1
-23.420349       -46.428606       guarulhos                              1
-23.420340       -46.507711       guarulhos                              1
-23.420010       -47.419019       sorocaba                               1
-23.419985       -46.454431       guarulhos                              1
-23.419982       -51.936512       maringa                                1
-23.419914       -46.753019       sao paulo                              1
-23.419894       -46.871744       santana de parnaiba                    1
-23.419877       -46.464906       guarulhos                              1
-23.419864       -51.937051       maringa                                1
-23.419852       -46.590942       sao paulo                              1
-23.418634       -45.062971       ubatuba                                1
-23.421016       -46.369713       guarulhos                              1
-23.420913       -51.945719       maringá                                1
-23.420910       -47.417448       sorocaba                               1
-23.420867       -51.895219       maringa                                1
-23.420857       -46.550244       guarulhos                              1
-23.420742       -51.894797       maringá                                1
                                  maringa                                1
-23.420705       -46.319998       aruja                                  1
-23.420576       -46.751281       sao paulo                              1
-23.420551       -46.590814       sao paulo                              1
-23.421741       -51.946881       maringá                                1
-23.421728       -46.552667       guarulhos                              1
-23.421038       -51.889563       maringa                                1
-23.418600       -51.892967       maringa                                1
-23.418588       -45.067683       ubatuba                                1
-23.418505       -49.092218       itai                                   1
-23.418486       -51.926259       maringa                                1
-23.418461       -46.397767       guarulhos                              1
-23.419279       -46.371056       guarulhos                              1
-23.419194       -49.101202       itai                                   1
                                  itaí                                   1
-23.419168       -46.438299       guarulhos                              1
-23.419146       -46.426082       guarulhos                              1
-23.419077       -51.934953       maringa                                1
-23.419296       -46.501683       guarulhos                              1
-23.419851       -51.939209       maringa                                1
-23.419845       -51.930903       maringa                                1
-23.419788       -46.581697       sao paulo                              1
-23.419773       -46.454360       guarulhos                              1
-23.419730       -51.892718       maringa                                1
-23.419710       -46.524077       guarulhos                              1
-23.419678       -46.455814       guarulhos                              1
-23.419554       -46.031582       guararema                              1
-23.419530       -46.589987       sao paulo                              1
-23.419472       -46.465197       guarulhos                              1
-23.419391       -52.774437       rondon                                 1
-23.419303       -51.870644       sarandi                                1
-23.419073       -46.505737       guarulhos                              1
-23.415636       -46.842721       cajamar                                1
-23.415630       -46.582734       são paulo                              1
-23.415580       -46.491462       guarulhos                              1
-23.415554       -46.512476       guarulhos                              1
-23.415548       -46.044749       guararema                              1
-23.415457       -46.755786       sao paulo                              1
-23.415444       -46.306437       aruja                                  1
                                  arujá                                  1
-23.415440       -46.884020       santana de parnaiba                    1
-23.415424       -46.035208       guararema                              1
-23.415381       -46.977779       pirapora do bom jesus                  1
-23.417802       -46.503123       guarulhos                              1
-23.416105       -51.927224       maringa                                1
-23.416098       -51.912749       maringá                                1
-23.416090       -51.947166       maringa                                1
-25.564856       -49.174494       sao jose dos pinhais                   1
-25.564586       -49.340552       curitiba                               1
-25.564488       -49.336559       curitiba                               1
-25.564044       -49.327623       curitiba                               1
-25.563234       -49.213737       sao jose dos pinhais                   1
-25.563066       -49.314130       curitiba                               1
-25.562947       -54.583875       foz do iguacu                          1
-25.570346       -49.414663       araucaria                              1
-23.416139       -51.947317       maringá                                1
-23.413737       -46.982703       pirapora do bom jesus                  1
-23.413461       -51.455372       arapongas                              1
-23.413325       -46.033026       guararema                              1
-23.414813       -51.933100       maringa                                1
-23.414773       -47.417984       sorocaba                               1
-23.414742       -46.324370       arujá                                  1
-23.414645       -46.512464       guarulhos                              1
-23.414512       -46.408640       guarulhos                              1
-23.414479       -46.512510       guarulhos                              1
-23.414411       -46.043639       guararema                              1
-23.414364       -49.098347       itai                                   1
-23.415703       -51.920316       maringa                                1
-23.414209       -50.350316       ribeirao do pinhal                     1
-23.414182       -51.931435       maringa                                1
-23.414156       -51.437798       arapongas                              1
-23.415376       -46.822030       cajamar                                1
-23.415347       -46.037893       guararema                              1
-23.415212       -51.882657       maringa                                1
-23.415201       -52.776892       rondon                                 1
-23.415132       -46.510060       guarulhos                              1
-23.415030       -51.946276       maringa                                1
-23.414845       -46.880651       santana de parnaiba                    1
-23.414839       -46.753501       sao paulo                              1
-23.414814       -46.978205       pirapora do bom jesus                  1
-23.414222       -51.898503       maringa                                1
