geolocation_city                   geolocation_lat  geolocation_lng
                                   -23.565616       -46.695892           1
                                   -23.560427       -46.679127           1
                                   -23.566493       -46.683449           1
                                   -23.568558       -46.690292           1
                                   -23.545453       -46.695112           1
                                   -23.546908       -46.702373           1
                                   -23.556603       -46.670201           1
                                   -23.563767       -46.703552           1
                                   -23.562400       -46.684278           1
                                   -23.556782       -46.699529           1
                                   -23.556788       -46.674487           1
                                   -23.475490       -46.619295           1
                                   -23.548278       -46.700971           1
                                   -23.558054       -46.673588           1
                                   -23.553115       -46.714656           1
                                   -23.459562       -46.622026           1
                                   -23.554510       -46.681817           1
                                   -23.470560       -46.609676           1
                                   -23.557757       -46.681934           1
                                   -23.562583       -46.675328           1
                                   -23.553923       -46.682219           1
                                   -23.566680       -46.682231           1
                                   -23.566769       -46.688569           1
                                   -23.564466       -46.682208           1
                                   -23.534907       -46.718293           1
                                   -23.542141       -46.696669           1
                                   -23.555543       -46.683828           1
                                   -23.551881       -46.691795           1
                                   -23.559271       -46.674327           1
                                   -23.551623       -46.686610           1
                                   -23.545704       -46.704394           1
                                   -23.556186       -46.684596           1
                                   -23.549909       -46.711534           1
                                   -23.549504       -46.692595           1
                                   -23.564401       -46.682860           1
                                   -23.563746       -46.699174           1
                                   -23.552160       -46.680795           1
                                   -23.560753       -46.678904           1
                                   -23.557988       -46.675287           1
                                   -23.563894       -46.680694           1
                                   -23.555914       -46.674697           1
                                   -23.540700       -46.706125           1
                                   -23.555829       -46.705471           1
                                   -23.561051       -46.674447           1
                                   -23.568859       -46.699324           1
                                   -23.551210       -46.692246           1
                                   -23.561617       -46.687530           1
                                   -23.555049       -46.678698           1
                                   -23.561249       -46.687643           1
                                   -23.568227       -46.696930           1
                                   -23.550304       -46.691536           1
                                   -23.557034       -46.674386           1
                                   -23.545358       -46.692366           1
                                   -23.548586       -46.702354           1
                                   -23.559159       -46.692485           1
                                   -23.568770       -46.700370           1
                                   -23.570256       -46.693174           1
                                   -23.551198       -46.679368           1
                                   -23.561144       -46.679548           1
                                   -23.552808       -46.685478           1
                                   -23.539600       -46.713464           1
                                   -23.550651       -46.699784           1
                                   -23.550674       -46.691187           1
                                   -23.566539       -46.690946           1
                                   -23.558818       -46.689565           1
                                   -23.553165       -46.688173           1
                                   -23.564420       -46.696543           1
                                   -23.567647       -46.687792           1
                                   -23.555354       -46.682597           1
                                   -23.551183       -46.718882           1
                                   -23.555616       -46.676919           1
                                   -23.552931       -46.681634           1
                                   -23.562357       -46.676288           1
                                   -23.554701       -46.673914           1
                                   -23.553065       -46.720009           1
                                   -23.568073       -46.690958           1
                                   -23.560969       -46.681488           1
                                   -23.565695       -46.684678           1
                                   -23.554171       -46.674835           1
                                   -23.545479       -46.694022           1
                                   -23.548292       -46.715199           1
                                   -23.539167       -46.717316           1
                                   -23.547872       -46.716728           1
                                   -23.543943       -46.695942           1
                                   -23.555392       -46.712036           1
                                   -23.566921       -46.698254           1
                                   -23.559951       -46.672239           1
                                   -23.557784       -46.688857           1
                                   -23.555556       -46.687454           1
                                   -23.569022       -46.686640           1
                                   -23.559899       -46.673888           1
                                   -23.551416       -46.711144           1
                                   -23.539811       -46.714312           1
                                   -23.572090       -46.694130           1
                                   -23.558784       -46.676046           1
                                   -23.544922       -46.702675           1
                                   -23.553353       -46.694173           1
                                   -23.557198       -46.678633           1
                                   -23.553439       -46.688695           1
                                   -23.564357       -46.691065           1
                                   -23.541598       -46.700100           1
                                   -23.559817       -46.673928           1
                                   -23.563877       -46.684675           1
                                   -23.559551       -46.682439           1
                                   -23.559478       -46.675570           1
                                   -23.564885       -46.683964           1
                                   -23.557755       -46.691686           1
                                   -23.561961       -46.690050           1
                                   -23.465020       -46.595369           1
                                   -23.559455       -46.701033           1
                                   -23.551520       -46.695493           1
                                   -23.561201       -46.697422           1
                                   -23.548020       -46.690178           1
                                   -23.551151       -46.717926           1
                                   -23.558925       -46.681425           1
                                   -23.557428       -46.675686           1
                                   -23.555221       -46.685042           1
                                   -23.557418       -46.674047           1
                                   -23.564699       -46.685468           1
                                   -23.560564       -46.689706           1
                                   -23.562412       -46.681436           1
                                   -23.540482       -46.715365           1
                                   -23.542493       -46.726662           1
                                   -23.552311       -46.690126           1
                                   -23.568445       -46.690972           1
                                   -23.554568       -46.676138           1
                                   -23.542496       -46.708497           1
                                   -23.557579       -46.673208           1
                                   -23.554544       -46.681868           1
                                   -23.563436       -46.680937           1
                                   -23.563528       -46.684925           1
                                   -23.463210       -46.595613           1
                                   -23.571351       -46.692659           1
                                   -23.550065       -46.713240           1
                                   -23.552862       -46.693389           1
                                   -23.546963       -46.710532           1
                                   -23.554300       -46.674656           1
                                   -23.548824       -46.686214           1
                                   -23.572828       -46.698243           1
                                   -23.551523       -46.697776           1
                                   -23.553694       -46.716624           1
                                   -23.555739       -46.714507           1
                                   -23.487962       -46.622201           1
                                   -23.540908       -46.716730           1
                                   -23.572822       -46.698115           1
                                   -23.557189       -46.680769           1
                                   -23.545951       -46.698822           1
                                   -23.561793       -46.678155           1
                                   -23.566106       -46.678583           1
                                   -23.537388       -46.677359           1
                                   -23.532458       -46.704428           1
                                   -23.511899       -46.682528           1
                                   -23.530472       -46.679275           1
                                   -23.536038       -46.667356           1
                                   -23.531530       -46.692795           1
                                   -23.539659       -46.674339           1
                                   -23.533578       -46.671008           1
                                   -23.400184       -46.755322           1
                                   -23.406130       -46.747632           1
                                   -23.410635       -46.762429           1
                                   -23.455935       -46.584997           1
                                   -23.549621       -46.690260           1
                                   -23.550891       -46.699686           1
                                   -23.561023       -46.690826           1
                                   -23.569261       -46.700263           1
                                   -23.537383       -46.681858           1
                                   -23.535084       -46.689896           1
                                   -23.529997       -46.687568           1
                                   -23.539547       -46.674217           1
                                   -23.535478       -46.665564           1
                                   -23.538415       -46.679477           1
                                   -23.538054       -46.670399           1
                                   -23.536666       -46.671063           1
                                   -23.533357       -46.716143           1
                                   -23.533343       -46.667525           1
                                   -23.531686       -46.666695           1
                                   -23.528587       -46.674987           1
                                   -23.536714       -46.683680           1
                                   -23.532860       -46.667907           1
                                   -23.542758       -46.673775           1
                                   -23.521549       -46.700459           1
                                   -23.538427       -46.676848           1
                                   -23.534183       -46.683649           1
                                   -23.536473       -46.676777           1
                                   -23.483065       -46.614545           1
                                   -23.526062       -46.698558           1
                                   -23.536608       -46.674769           1
                                   -23.534509       -46.693813           1
                                   -23.478764       -46.620461           1
                                   -23.537995       -46.678249           1
                                   -23.530474       -46.694434           1
                                   -23.461518       -46.594256           1
                                   -23.531206       -46.704481           1
                                   -23.514571       -46.720946           1
                                   -23.523135       -46.707344           1
                                   -23.535153       -46.666199           1
                                   -23.509814       -46.694381           1
                                   -23.534452       -46.683628           1
                                   -23.520538       -46.695132           1
                                   -23.533465       -46.705073           1
                                   -23.540490       -46.702927           1
                                   -23.466082       -46.596786           1
                                   -23.537303       -46.697603           1
                                   -23.460360       -46.613155           1
                                   -23.531013       -46.693691           1
                                   -23.516522       -46.718015           1
                                   -23.537970       -46.672730           1
                                   -23.459228       -46.600910           1
                                   -23.528595       -46.685296           1
                                   -23.532028       -46.673415           1
                                   -23.533781       -46.678881           1
                                   -23.528116       -46.694560           1
                                   -23.518248       -46.706611           1
                                   -23.539301       -46.669361           1
                                   -23.526629       -46.700731           1
                                   -23.535054       -46.673743           1
                                   -23.457514       -46.629114           1
                                   -23.532608       -46.718983           1
                                   -23.524337       -46.709284           1
                                   -23.486555       -46.617311           1
                                   -23.530675       -46.693467           1
                                   -23.484231       -46.616027           1
                                   -23.537391       -46.666557           1
                                   -23.533698       -46.682019           1
                                   -23.488203       -46.614289           1
                                   -23.537210       -46.694500           1
                                   -23.534821       -46.678270           1
                                   -23.540253       -46.677469           1
                                   -23.460674       -46.602281           1
                                   -23.521370       -46.731991           1
                                   -23.533071       -46.674416           1
                                   -23.532278       -46.705370           1
                                   -23.534304       -46.676605           1
                                   -23.543625       -46.691213           1
                                   -23.533704       -46.680180           1
                                   -23.532937       -46.683066           1
                                   -23.512184       -46.705331           1
                                   -23.540792       -46.671276           1
                                   -23.527078       -46.692121           1
                                   -23.536011       -46.667307           1
                                   -23.483015       -46.617841           1
                                   -23.524952       -46.721691           1
                                   -23.446082       -46.581136           1
                                   -23.527118       -46.672400           1
                                   -23.465833       -46.598908           1
                                   -23.538051       -46.687786           1
                                   -23.523550       -46.706898           1
                                   -23.523830       -46.724746           1
                                   -23.534745       -46.697892           1
                                   -23.528864       -46.676171           1
                                   -23.531190       -46.692453           1
                                   -23.535966       -46.679144           1
                                   -23.540396       -46.703155           1
                                   -23.530935       -46.665398           1
                                   -23.441542       -46.594100           1
                                   -23.537053       -46.679885           1
                                   -23.538776       -46.678425           1
                                   -23.537859       -46.677767           1
                                   -23.534180       -46.678334           1
                                   -23.474051       -46.610884           1
                                   -23.531626       -46.690117           1
                                   -23.539712       -46.671701           1
                                   -23.536083       -46.676417           1
                                   -23.529918       -46.704571           1
                                   -23.535525       -46.668004           1
                                   -23.527825       -46.700792           1
                                   -23.537388       -46.678748           1
                                   -23.477896       -46.610668           1
                                   -23.525025       -46.688791           1
                                   -23.530166       -46.672607           1
                                   -23.522736       -46.705396           1
                                   -23.473582       -46.600133           1
                                   -23.541265       -46.670955           1
                                   -23.454857       -46.595530           1
                                   -23.530819       -46.665628           1
                                   -23.538266       -46.669367           1
                                   -23.530791       -46.705553           1
                                   -23.538262       -46.693701           1
                                   -23.530086       -46.719049           1
                                   -23.525747       -46.695570           1
                                   -23.537764       -46.673019           1
                                   -23.527943       -46.684824           1
                                   -23.530477       -46.690687           1
                                   -23.461410       -46.610974           1
                                   -23.534113       -46.686320           1
                                   -23.528809       -46.700761           1
                                   -23.539066       -46.668289           1
                                   -23.524308       -46.694361           1
                                   -23.527991       -46.722279           1
                                   -23.523507       -46.702962           1
                                   -23.536049       -46.685045           1
                                   -23.531218       -46.684260           1
                                   -23.531612       -46.691439           1
                                   -23.713079       -46.693402           1
                                   -23.735220       -46.700128           1
                                   -23.771732       -46.689651           1
                                   -23.762455       -46.674371           1
                                   -23.772550       -46.693868           1
                                   -23.751694       -46.701577           1
                                   -23.733385       -46.676183           1
                                   -23.740896       -46.687785           1
                                   -23.749670       -46.676850           1
                                   -23.763736       -46.692202           1
                                   -23.736634       -46.708641           1
                                   -23.756913       -46.682766           1
                                   -23.734145       -46.708406           1
                                   -23.728531       -46.703486           1
                                   -23.760834       -46.675188           1
                                   -23.517353       -46.688316           1
                                   -23.848994       -46.710809           1
                                   -23.713202       -46.703909           1
                                   -23.761879       -46.676121           1
                                   -23.789674       -46.683000           1
                                   -23.787583       -46.679682           1
                                   -23.771193       -46.698902           1
                                   -23.800846       -46.729184           1
                                   -23.852159       -46.694500           1
                                   -23.546245       -46.614071           1
                                   -23.736381       -46.704004           1
                                   -23.736819       -46.707037           1
                                   -23.748459       -46.684829           1
                                   -23.726412       -46.689728           1
                                   -23.739764       -46.671394           1
                                   -23.853598       -46.718226           1
                                   -23.720070       -46.690830           1
                                   -23.778091       -46.684544           1
                                   -23.757781       -46.686017           1
                                   -23.756294       -46.677486           1
                                   -23.769845       -46.717771           1
                                   -23.854491       -46.705691           1
                                   -23.737312       -46.692461           1
                                   -23.713451       -46.701273           1
                                   -23.746363       -46.694733           1
                                   -23.721803       -46.701124           1
                                   -23.744930       -46.671989           1
                                   -23.712914       -46.697344           1
                                   -23.755101       -46.658206           1
                                   -23.710647       -46.698164           1
                                   -23.855785       -46.704007           1
                                   -23.744903       -46.701472           1
                                   -23.736827       -46.684497           1
                                   -23.675864       -46.753580           1
                                   -23.699184       -46.766127           1
                                   -23.682631       -46.745087           1
                                   -23.690111       -46.771664           1
                                   -23.736858       -46.778844           1
                                   -23.687267       -46.748855           1
                                   -23.686236       -46.750226           1
                                   -23.715779       -46.778304           1
                                   -23.732071       -46.784982           1
                                   -23.772485       -46.676651           1
                                   -23.746373       -46.703006           1
                                   -23.758929       -46.713695           1
                                   -23.828375       -46.715208           1
                                   -23.739275       -46.705855           1
                                   -23.734428       -46.677461           1
                                   -23.744204       -46.698647           1
                                   -23.704500       -46.785417           1
                                   -23.691648       -46.761566           1
                                   -23.665929       -46.714162           1
                                   -23.768824       -46.719663           1
                                   -23.741483       -46.708748           1
                                   -23.707491       -46.697757           1
                                   -23.774833       -46.722097           1
                                   -23.779404       -46.701753           1
                                   -23.744394       -46.685951           1
                                   -23.720186       -46.680840           1
                                   -23.734703       -46.699640           1
                                   -23.669304       -46.733824           1
                                   -23.810566       -46.749344           1
                                   -23.701914       -46.769845           1
                                   -23.684857       -46.745638           1
                                   -23.688838       -46.762865           1
                                   -23.860235       -46.713670           1
                                   -23.734659       -46.686858           1
                                   -23.748346       -46.686354           1
                                   -23.768054       -46.685943           1
                                   -23.721833       -46.697742           1
                                   -23.828757       -46.726803           1
                                   -23.769446       -46.706531           1
                                   -23.717217       -46.679347           1
                                   -23.831188       -46.724848           1
                                   -23.835382       -46.721952           1
                                   -23.763862       -46.713616           1
                                   -23.783848       -46.692083           1
                                   -23.437890       -46.772171           1
                                   -23.723580       -46.700512           1
                                   -23.737622       -46.685501           1
                                   -23.681230       -46.757254           1
                                   -23.706892       -46.691661           1
                                   -23.744319       -46.711254           1
                                   -23.820321       -46.703267           1
                                   -23.850340       -46.708170           1
                                   -23.712432       -46.688288           1
                                   -23.728266       -46.708219           1
                                   -23.723701       -46.691065           1
                                   -23.708495       -46.685157           1
                                   -23.737571       -46.713753           1
                                   -23.726813       -46.690588           1
                                   -23.711690       -46.687203           1
                                   -23.784039       -46.682823           1
                                   -23.722728       -46.706509           1
                                   -23.760350       -46.657068           1
                                   -23.825019       -46.730181           1
                                   -23.769042       -46.695029           1
                                   -23.767762       -46.704400           1
                                   -23.717077       -46.707830           1
                                   -23.720161       -46.705739           1
                                   -23.865975       -46.654818           1
                                   -23.760937       -46.670471           1
                                   -23.757627       -46.683423           1
                                   -23.732924       -46.702646           1
                                   -23.751256       -46.699613           1
                                   -23.755578       -46.661333           1
                                   -23.707932       -46.688496           1
                                   -23.766738       -46.685361           1
                                   -23.826068       -46.720548           1
                                   -23.866543       -46.752739           1
                                   -23.824912       -46.734231           1
                                   -23.752262       -46.678534           1
                                   -23.806214       -46.732657           1
                                   -23.863623       -46.712027           1
                                   -23.726529       -46.705863           1
                                   -23.765094       -46.676572           1
                                   -23.722723       -46.687847           1
                                   -23.741898       -46.684946           1
                                   -23.721562       -46.696181           1
                                   -23.725493       -46.692747           1
                                   -23.742166       -46.665611           1
                                   -23.722553       -46.687483           1
                                   -23.731051       -46.714337           1
                                   -23.748873       -46.691863           1
                                   -23.734530       -46.703627           1
                                   -23.451148       -46.595054           1
                                   -23.776540       -46.696596           1
                                   -23.753470       -46.681421           1
                                   -23.860466       -46.710696           1
                                   -23.782613       -46.681236           1
                                   -23.744955       -46.710319           1
                                   -23.733832       -46.665953           1
                                   -23.740509       -46.711204           1
                                   -23.786487       -46.713703           1
                                   -23.743089       -46.669740           1
                                   -23.771469       -46.715668           1
                                   -23.771521       -46.697692           1
                                   -23.773210       -46.694976           1
                                   -23.733384       -46.701229           1
                                   -23.743162       -46.661883           1
                                   -23.741499       -46.672899           1
                                   -23.768027       -46.682252           1
                                   -23.839764       -46.737159           1
                                   -23.715628       -46.710173           1
                                   -23.726968       -46.686115           1
                                   -23.748380       -46.694806           1
                                   -23.776841       -46.696493           1
                                   -23.462889       -46.591711           1
                                   -23.768713       -46.686565           1
                                   -23.722810       -46.696166           1
                                   -23.739764       -46.706210           1
                                   -23.812865       -46.737348           1
                                   -23.715676       -46.702498           1
                                   -23.745887       -46.689292           1
                                   -23.738814       -46.707911           1
                                   -23.732627       -46.714839           1
                                   -23.712978       -46.693388           1
                                   -23.730059       -46.689448           1
                                   -23.704613       -46.684549           1
                                   -23.762719       -46.668785           1
                                   -23.840807       -46.735617           1
                                   -23.683998       -46.766366           1
                                   -23.678275       -46.738661           1
                                   -23.716605       -46.769144           1
                                   -23.737456       -46.795075           1
                                   -23.701282       -46.765427           1
                                   -23.685700       -46.762865           1
                                   -23.720162       -46.756748           1
                                   -23.686919       -46.748008           1
                                   -23.701940       -46.767849           1
                                   -23.666144       -46.716453           1
                                   -23.710839       -46.707614           1
                                   -23.789401       -46.715487           1
                                   -23.853975       -46.709453           1
                                   -23.711585       -46.692298           1
                                   -23.767101       -46.703732           1
                                   -23.771308       -46.673675           1
                                   -23.699225       -46.763052           1
                                   -23.680892       -46.756364           1
                                   -23.748758       -46.777087           1
                                   -23.705941       -46.791359           1
                                   -23.698220       -46.777455           1
                                   -23.702432       -46.784726           1
                                   -23.674554       -46.737261           1
                                   -23.693881       -46.746379           1
                                   -23.679319       -46.752569           1
                                   -23.688205       -46.742339           1
                                   -23.697462       -46.774852           1
                                   -23.714065       -46.780657           1
                                   -23.727001       -46.789460           1
                                   -23.531909       -46.668470           1
                                   -23.687873       -46.758356           1
                                   -23.685888       -46.747952           1
                                   -23.536146       -46.703458           1
                                   -23.528533       -46.711642           1
                                   -23.685234       -46.737503           1
                                   -23.703699       -46.785639           1
                                   -23.689420       -46.767670           1
                                   -23.682117       -46.750547           1
                                   -23.690806       -46.754842           1
                                   -23.726422       -46.789163           1
                                   -23.702808       -46.774243           1
                                   -23.675585       -46.741860           1
                                   -23.677396       -46.753020           1
                                   -23.684061       -46.746089           1
                                   -23.680613       -46.750086           1
                                   -23.691849       -46.742097           1
                                   -23.726167       -46.754971           1
                                   -23.683194       -46.747169           1
                                   -23.701480       -46.768346           1
                                   -23.751538       -46.775553           1
                                   -23.716719       -46.782020           1
                                   -23.691509       -46.748063           1
                                   -23.687483       -46.769907           1
                                   -23.680611       -46.741346           1
                                   -23.676954       -46.746458           1
                                   -23.681098       -46.745643           1
                                   -23.680860       -46.760862           1
                                   -23.689435       -46.745447           1
                                   -23.701937       -46.776211           1
                                   -23.729048       -46.787996           1
                                   -23.690544       -46.746501           1
                                   -23.747102       -46.781783           1
                                   -23.720045       -46.760020           1
                                   -23.523444       -46.697692           1
                                   -23.700672       -46.778455           1
                                   -23.691106       -46.769400           1
                                   -23.730849       -46.789625           1
                                   -23.672784       -46.743764           1
                                   -23.700885       -46.777749           1
                                   -23.699735       -46.772081           1
                                   -23.674657       -46.744344           1
                                   -23.699778       -46.769505           1
                                   -23.691919       -46.742593           1
                                   -23.692420       -46.748312           1
                                   -23.691527       -46.757940           1
                                   -23.682897       -46.744211           1
                                   -23.680507       -46.745045           1
                                   -23.710974       -46.780098           1
                                   -23.689031       -46.748146           1
                                   -23.728209       -46.756694           1
                                   -23.670179       -46.734285           1
                                   -23.683904       -46.737505           1
                                   -23.683015       -46.759266           1
                                   -23.740546       -46.778447           1
                                   -23.675877       -46.747888           1
                                   -23.678217       -46.737303           1
                                   -23.710665       -46.776152           1
                                   -23.686846       -46.761232           1
                                   -23.690657       -46.770820           1
                                   -23.681020       -46.761567           1
                                   -23.685018       -46.751723           1
                                   -23.676927       -46.758053           1
                                   -23.689157       -46.765493           1
                                   -23.705057       -46.776417           1
                                   -23.729167       -46.788066           1
                                   -23.676959       -46.741755           1
                                   -23.672748       -46.740377           1
                                   -23.684325       -46.748060           1
                                   -23.655235       -46.730348           1
                                   -23.727679       -46.782179           1
                                   -23.676153       -46.739133           1
                                   -23.676692       -46.747063           1
                                   -23.726743       -46.772048           1
                                   -23.678838       -46.751006           1
                                   -23.699317       -46.766286           1
                                   -23.680349       -46.743098           1
                                   -23.683086       -46.764922           1
                                   -23.683383       -46.764528           1
                                   -23.724139       -46.761111           1
                                   -23.684276       -46.745398           1
                                   -23.705145       -46.748622           1
                                   -23.695790       -46.756081           1
                                   -23.679767       -46.763462           1
                                   -23.681790       -46.746935           1
                                   -23.671065       -46.736514           1
                                   -23.685559       -46.762070           1
                                   -23.687428       -46.762793           1
                                   -23.723121       -46.764471           1
                                   -23.681822       -46.760855           1
                                   -23.679094       -46.745303           1
                                   -23.719487       -46.770778           1
                                   -23.675251       -46.748668           1
                                   -23.699607       -46.764826           1
                                   -23.692492       -46.747154           1
                                   -23.697864       -46.768628           1
                                   -23.718044       -46.767544           1
                                   -23.693433       -46.754481           1
                                   -23.687566       -46.743109           1
                                   -23.482827       -46.760730           1
                                   -23.497383       -46.726753           1
                                   -23.507940       -46.728016           1
